title,url,company,company_address,crawled_date,category,content_hash,deadline,is_expired,job_salary,salary_min,salary_max,salary_type,salary_note,has_commission,job_location,education_level,education_field,technical_skills,soft_skills,languages,certificates,gender_requirement,experience,requirements_tags,specializations,job_description,job_requirements,job_benefits,working_time,category_key
Telesales Vay Tín Chấp,https://www.topcv.vn/viec-lam/telesales-vay-tin-chap/2082516.html?ta_source=JobSearchList_LinkDetail&u_sr_id=H40rCAY8daHFUYpNsVIed5oZY8tGOQBCzyXsvpEn_1780366438,HSBC Pro Company,"Tầng 1, 2, 6 Tòa nhà Metropolitan, 235 Đồng Khởi, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, Việt Nam",2026-06-02 09:16:57,Ngân hàng,5b0000700a1e7ca4a37fa297de21c0c7,22/06/2026,False,Thu nhập: Thoả thuận,,,negotiable,,False,Hồ Chí Minh,Đại học,,"Tư vấn tài chính, Ngân hàng, Tài chính, B2C, Telesales",,,,Không yêu cầu,1 năm,"Tư vấn tài chính, Ngân hàng, Tài chính, B2C, Telesales","1 năm kinh nghiệm chuyên môn, Từ 21 tuổi trở lên, Đại Học trở lên, Diễn đạt trôi chảy","• Gọi điện chủ động cho khách hàng cá nhân, giới thiệu và tư vấn sản phẩm vay tín chấp và thẻ tín dụng của HSBC.
• Tìm hiểu nhu cầu và phân tích thông tin khách hàng, từ đó đề xuất sản phẩm phù hợp, tuân thủ đúng quy trình tư vấn theo chuẩn quốc tế của HSBC.
• Giải đáp thắc mắc, xử lý yêu cầu của khách hàng qua điện thoại một cách nhanh chóng và chuyên nghiệp.
• Theo dõi, cập nhật tiến độ hồ sơ, phối hợp với các bộ phận liên quan để hỗ trợ khách hàng trong quá trình đăng ký sản phẩm.
• Duy trì mối quan hệ với khách hàng đã tiếp cận, xây dựng nguồn khách hàng lâu dài.
• Thực hiện chỉ tiêu cá nhân hàng tháng, đóng góp vào hiệu quả kinh doanh chung của bộ phận.","• Tốt nghiệp Đại học (không giới hạn chuyên ngành).
• Có kinh nghiệm làm việc ở vị trí Telesales, Tư vấn,... là lợi thế.
• Kỹ năng giao tiếp qua điện thoại rõ ràng, thuyết phục tốt, giọng nói dễ nghe.
• Có khả năng làm việc với mục tiêu doanh số và chịu được áp lực công việc cao.
• Sử dụng thành thạo máy tính và các công cụ văn phòng.
• Tinh thần cầu tiến, học hỏi nhanh, yêu thích công việc tư vấn – bán hàng.","• Lương cơ bản ổn định + Hoa hồng hấp dẫn theo doanh số.
• 17+ ngày nghỉ phép hằng năm.
• Cơ hội được đào tạo chuyên sâu theo tiêu chuẩn quốc tế của HSBC.
• Làm việc trong môi trường ngân hàng chuyên nghiệp, năng động, đa quốc gia.
• Cơ hội phát triển nghề nghiệp rõ ràng, có thể thăng tiến lên các vị trí cấp cao hơn.
• Đầy đủ các chế độ phúc lợi, BHXH theo quy định.",Thứ 2 - Thứ 6 (từ 09:00 đến 18:00),ngan-hang
"Trưởng Nhóm Kinh Doanh Kênh Telesales - Tân Bình, HCM",https://www.topcv.vn/viec-lam/truong-nhom-kinh-doanh-kenh-telesales-tan-binh-hcm/2167781.html?ta_source=JobSearchList_LinkDetail&u_sr_id=H40rCAY8daHFUYpNsVIed5oZY8tGOQBCzyXsvpEn_1780366438,CÔNG TY TÀI CHÍNH TRÁCH NHIỆM HỮU HẠN MỘT THÀNH VIÊN SHINHAN VIỆT NAM,"Toà nhà Pico Plaza, Số 20 Cộng Hoà, Phường 12, Quận Tân Bình, Thành phố Hồ Chí Minh",2026-06-02 09:18:55,Ngân hàng,d4e22e95f6cc35776852497b41f09f51,18/06/2026,False,Thu nhập: 15 - 30 triệu,15000000.0,30000000.0,range,,False,Hồ Chí Minh,Trung cấp,,"Tư vấn tài chính, Tài chính, B2C, Telesales, Online Sales",,,,Không yêu cầu,1 năm,"Tư vấn tài chính, Tài chính, B2C, Telesales, Online Sales","1 năm kinh nghiệm chuyên môn, Tuổi 23 - 35, Trung cấp trở lên","1. Lên kế hoạch thực hiện, phát triển kinh doanh
Xây dựng kế hoạch kinh doanh, lên ý tưởng và đề xuất phương án kinh doanh
Tổ chức, điều phối và phát triển các hoạt động kinh doanh theo mục tiêu kế hoạch
Kiểm soát hiệu quả kinh doanh nhóm thông qua việc phân tích, đánh giá dữ liệu kinh doanh, đề xuất các giải pháp và báo cáo kết quả hàng tuần / tháng / quý
2. Quản lý nhân sự trong nhóm
Quản lý nhân sự nhóm ít nhất từ 8-12 nhân viên kinh doanh.
Quản lý, đào tạo và phát triển kỹ năng nhân viên; hỗ trợ xử lý tình huống, huấn luyện nhân viên về kỹ năng tư vấn và nghiệp vụ sản phẩm
Tạo động lực làm việc, phát triển nhân viên
Địa chỉ làm việc: Toà nhà Pico Plaza, Số 20 Cộng Hoà, Phường 12, Quận Tân Bình, TP. HCM.
Thời gian làm việc: 8h30 - 18h00 (thứ 2 đến thứ 6) và 8h30 - 12h (thứ 7). Nghỉ trưa từ 12h-13h30 (1 tiếng 30 phút)","Nam/nữ từ 23 - 35 tuổi
Kinh nghiệm: tối thiểu 01 năm kinh nghiệm trong lĩnh vực Sales tài chính và quản lý đội nhóm Telesales
Kỹ năng diễn đạt và trình bày vấn đề rõ ràng, mạch lạc.
Năng lực tổ chức, quản lý nhóm
Nhạy bén, tư duy tốt, phân tích đánh giá vấn đề","Lương thưởng hấp dẫn, cạnh tranh theo năng lực.
Review tăng lương định kỳ hàng năm theo quy định công ty.
Được hưởng đầy đủ các chế độ theo luật lao động: BHXH, BHYT,...
Thưởng Tết và các ngày lễ theo luật lao động.
Sau khi ký hợp đồng lao động chính thức sẽ được hưởng đầy đủ các chế độ phúc lợi xã hội theo quy định của Pháp luật Việt Nam: BHXH, BHYT...
Du lịch công ty hàng năm.
Cơ hội tham gia các khóa học về kỹ năng mềm.
Công việc với mức lương ổn định, lâu dài.
Môi trường làm việc chuyên nghiệp, năng động, thân thiện và có cơ hội thăng tiến cao.","Thứ 2 - Thứ 6 (từ 08:30 đến 18:00)
Thứ 7 (từ 08:30 đến 12:00)",ngan-hang
Chuyên Viên Hỗ Trợ Khách Hàng Inbound (Shinhan Bank) Lương Gross 12 Triệu,https://www.topcv.vn/viec-lam/chuyen-vien-ho-tro-khach-hang-inbound-shinhan-bank-luong-gross-12-trieu/2167625.html?ta_source=JobSearchList_LinkDetail&u_sr_id=H40rCAY8daHFUYpNsVIed5oZY8tGOQBCzyXsvpEn_1780366438,CÔNG TY CỔ PHẦN BPO MẮT BÃO,"Tòa nhà AXYS, 12A Núi Thành, Phường 13, Quận Tân Bình, Thành phố Hồ Chí Minh, Việt Nam",2026-06-02 09:19:23,Ngân hàng,c9ffc28dd7bc312d2a6551a91a476c33,18/06/2026,False,Lương gross layer 1: từ 10.000.000 - layer 2: từ 12.000.000 VNĐ,10000000.0,12000000.0,range,,False,Hồ Chí Minh,Cao đẳng,,"Excel, AutoCAD, Python, SAP",,,,Không yêu cầu,1 năm,"Chuyên môn Tài chính/Ngân hàng/Bảo hiểm khác, Ngân hàng, Tài chính","1 năm kinh nghiệm chuyên môn, Cao Đẳng trở lên","Xử lý các cuộc gọi đến từ khách hàng và cung cấp câu trả lời chính xác, thỏa đáng cho các thắc mắc và mối quan tâm của khách hàng.
Thực hiện các cuộc gọi đi cho khách hàng để giải đáp thắc mắc, yêu cầu, khiếu nại hoặc cung cấp thêm thông tin khi cần thiết.
Theo dõi các nhiệm vụ và chỉ thị từ cấp trên hoặc trưởng nhóm.
Duy trì hồ sơ chính xác về các tương tác với khách hàng và ghi lại các chi tiết cần thiết trong hệ thống CRM của công ty.
Đảm bảo tuân thủ các chính sách của công ty, tiêu chuẩn dịch vụ và các quy định về tuân thủ.","Tốt nghiệp: Cao đẳng/Đại học
Kinh nghiệm làm việc: Từ 1,5 năm kinh nghiệm trong lĩnh vực chăm sóc khách hàng, call center ngân hàng/tài chính (inbound) (Có khả năng deal cao hơn theo kinh nghiệm)
Kỹ năng giao tiếp tốt, nghe và nói
Có khả năng làm việc trong môi trường năng động, áp lực cao
Kỹ năng chăm sóc khách hàng và làm việc nhóm tốt với tinh thần trách nhiệm cao
Tự giác, tận tâm, thân thiện, vui vẻ và sẵn sàng hỗ trợ
Ca làm việc linh hoạt, bao gồm cả trực 24/7 (có thể yêu cầu làm việc buổi tối, cuối tuần và ngày lễ)","Lương gross layer 1: từ 10.000.000 - layer 2: từ 12.000.000 VNĐ
KPIs: Từ 1.500.000 - 4.000.000VND
Thử việc: 100% lương
BHXH: đóng trên mức lương 10.000.000VND hoặc 12.000.000 VNĐ tùy layer
Phụ cấp ca đêm, lương ca đêm theo hệ số 130%
Lương tháng 13, Thưởng Lễ, Tết trong năm
Khám sức khỏe, Team Building, Year-end Party theo chính sách của Shinhan Bank
Bảo hiểm tai nạn 247
Phúc lợi: Ốm đau, Hiếu/hỷ, quà sinh nhật, quà tết, quà 8-3...
Tham gia các khóa đào tạo tại Shinhan tại Hàn, cơ hội làm việc môi trường chuyên nghiệp, năng động","Làm 5 ngày/tuần (nghỉ 2 ngày)
LÀM VIỆC THEO CA XOAY 247 - 8h/ca (Được sắp xếp bởi quản lý)
Ca X	: 08:00 - 17:00
Ca M	: 07:00 - 16:00
Ca X0	: 07:30 - 16:30
Ca X1	: 08:30 - 17:30
Ca X2	: 09:00 - 18:00
Ca X3	: 09:30 - 18:30
Ca X4	: 10:00 - 19:00
Ca A1	: 13:00 - 21:00
Ca A2	: 13:30 - 21:30
N+2 	: 21:00 - 07:00 (riêng ca đêm 21h00-7h00 chỉ làm 1 đến 2 ca/tuần)",ngan-hang
Chuyên Viên Tín Dụng / Quan Hệ Khách Hàng Cá Nhân,https://www.topcv.vn/viec-lam/chuyen-vien-tin-dung-quan-he-khach-hang-ca-nhan/2169119.html?ta_source=JobSearchList_LinkDetail&u_sr_id=H40rCAY8daHFUYpNsVIed5oZY8tGOQBCzyXsvpEn_1780366438,NGÂN HÀNG TMCP HÀNG HẢI VIỆT NAM,"22 Hàng Lược, Hoàn Kiếm, Hà Nội",2026-06-02 09:19:57,Ngân hàng,8711fbfe4726afd5927fb99186c6e994,19/06/2026,False,Thu nhập: 15 - 60 triệu,15000000.0,60000000.0,range,,False,Hà Nội,Cao đẳng,,"Quan hệ khách hàng cá nhân/doanh nghiệp, Ngân hàng, Tài chính, B2C, Online Sales",,,,Không yêu cầu,1 năm,"Quan hệ khách hàng cá nhân/doanh nghiệp, Ngân hàng, Tài chính, B2C, Online Sales","1 năm kinh nghiệm chuyên môn, Cao Đẳng trở lên","Tìm kiếm, phát triển và chăm sóc khách hàng cá nhân có nhu cầu vay vốn, sử dụng sản phẩm dịch vụ của ngân hàng.
Tư vấn các sản phẩm:
vay mua nhà, tái tài trợ
vay kinh doanh,
vay tiêu dùng,
thẻ tín dụng,
phí
Tiếp nhận hồ sơ, hướng dẫn khách hàng hoàn thiện thủ tục vay vốn.
Thẩm định khách hàng, tài sản bảo đảm và phương án vay theo quy định của ngân hàng.
Phối hợp với các bộ phận liên quan để thực hiện giải ngân và quản lý khoản vay.
Chăm sóc khách hàng sau bán, duy trì và phát triển mối quan hệ với khách hàng hiện hữu.
Thực hiện các chỉ tiêu kinh doanh được giao.","Tốt nghiệp Cao đẳng/Đại học chuyên ngành:
Tài chính,
Ngân hàng,
Kế toán,
Kinh tế hoặc liên quan.
Có kỹ năng giao tiếp, bán hàng và chăm sóc khách hàng tốt.
Ưu tiên ứng viên có kinh nghiệm tín dụng/ngân hàng/tài chính.
Năng động, chịu được áp lực doanh số.
Có kỹ năng tìm kiếm và phát triển khách hàng.","Thu nhập cạnh tranh: từ 17,000,000 - 60,000,000vnd
Lương cứng + phụ cấp + incentive + thưởng kinh doanh.
Được đào tạo nghiệp vụ chuyên sâu.
Cơ hội thăng tiến rõ ràng trong môi trường ngân hàng chuyên nghiệp.
Tham gia đầy đủ chế độ BHXH, BHYT, BHTN.
Du lịch, team building, thưởng lễ tết theo chính sách ngân hàng.","Thứ 2 - Thứ 6 (từ 08:00 đến 17:00)
Thứ 2 – Thứ 6 và sáng Thứ 7 theo quy định ngân hàng.",ngan-hang
Chuyên Viên Kinh Doanh Chứng Khoán,https://www.topcv.vn/viec-lam/chuyen-vien-kinh-doanh-chung-khoan/2183854.html?ta_source=JobSearchList_LinkDetail&u_sr_id=H40rCAY8daHFUYpNsVIed5oZY8tGOQBCzyXsvpEn_1780366438,CÔNG TY TRÁCH NHIỆM HỮU HẠN CHỨNG KHOÁN YUANTA VIỆT NAM,"Tầng 4, Tòa nhà Saigon Centre, Số 65 Đường Lê Lợi, Phường Sài Gòn, TP Hồ Chí Minh, Việt Nam",2026-06-02 09:20:16,Ngân hàng,2375779f8e1cf8bb58445b08a0e42a0c,01/07/2026,False,Thu nhập: Từ 15 triệu,15000000.0,15000000.0,fixed,,False,Hồ Chí Minh,Cao đẳng,,"Tư vấn tài chính, Bảo hiểm, Ngân hàng, Tài chính, B2B, B2C, Direct Sales, Telesales",,,,Không yêu cầu,1 năm,"Tư vấn tài chính, Bảo hiểm, Ngân hàng, Tài chính, B2B, B2C, Direct Sales, Telesales","1 năm kinh nghiệm chuyên môn, Cao Đẳng trở lên","Khảo sát thị trường, lập kế hoạch phát triển khách hàng, phát triển kinh doanh để đạt chỉ tiêu được giao;
Tìm kiếm, phát triển khách hàng mở tài khoản giao dịch chứng khoán;
Cung cấp các sản phẩm, dịch vụ giao dịch chứng khoán, đầu tư của công ty cho khách hàng;
Hỗ trợ, chăm sóc khách hàng trong quá trình khách hàng giao dịch chứng khoán ở YSVN;
Hướng dẫn, tư vấn cho khách hàng, hỗ trợ khách hàng giao dịch và thực hiện các thủ tục giao dịch liên quan;
Cập nhật thông tin phân tích, tư vấn đầu tư cho khách hàng;
Đề xuất, đóng góp ý kiến xây dựng chính sách, sản phẩm đáp ứng nhu cầu của khách hàng.
Ngoài ra, hiện công ty đang tuyển dụng vị trí này tại tất cả Chi Nhánh trên toàn quốc: Bình Dương, Vũng Tàu, Đồng Nai, Hồ Chí Minh, Đà Nẵng, Hà Nội. Ứng viên quan tâm vui lòng nộp đơn ứng tuyển.","Giao tiếp, ứng xử tốt, biết xây dựng và kế nối quan hệ với khách hàng; Năng động, nhanh nhẹn, hoạt bát; thích làm kinh doanh, bán hàng; ưu tiên ứng viên đã và đang làm kinh doanh hoặc công việc liên quan đến marketing;
Ham học hỏi, cầu thị, sáng tạo;
Ưu tiên ứng viên có khả năng tư vấn, tổng hợp phân tích, trình bày thuyết phục và giải quyết vấn đề;
Ưu tiên ứng viên có kinh nghiệm hoặc am hiểu về chứng khoán;
Tốt nghiệp Đại học/Cao đẳng các ngành về kinh doanh, marketing, tài chính, ngân hàng hoặc các ngành kinh tế khác.","Lương và hoa hồng cao hàng đầu thị trường, lương tháng 13, thưởng KPIs hàng năm
Phụ cấp cơm trưa, điện thoại, đi lại, gửi xe, quà sinh nhật, du lịch trong và ngoài nước
Bảo hiểm sức khỏe PVI cao cấp cho bản thân và gia đình & Bảo hiểm xã hội với gói lương 100%
ỨNG VIÊN ĐƯỢC ĐÀO TẠO:
Sản phẩm, nghiệp vụ và dịch vụ tại công ty chứng khoán;
Vai trò và công việc của chuyên viên kinh doanh, chuyên viên tư vấn đầu tư; định hướng nghề nghiệp, tương lai;
Phương pháp tìm kiếm và phát triển khách hàng phổ thông và cao cấp;
Kỹ năng Sales, làm việc nhóm, xây dựng thương hiệu...
Kiến thức chuyên môn về Đầu tư, Đầu tư chứng khoán (Phân tích cơ bản (FA): Phân tích vĩ mô; Phân tích ngành, Phân tích doanh nghiệp; Định giá; Quản lý danh mục đầu tư...; Phân tích kỹ thuật (TA): kỹ năng giao dịch (mua/bán); kỹ năng đầu tư. Được đào tạo trở thành các Chuyên gia tư vấn đầu tư, Quản lý tài sản trong tương lai.
Các ứng viên chưa có kinh nghiệm hoặc dưới 1 năm kinh nghiệm nhưng có năng lực sẽ được xem xét tuyển chọn vào chương trình học việc, cộng tác viên phát triển khách hàng; có chỗ ngồi làm việc và được đào tạo để trở thành Chuyên viên chính thức trong vòng 3-6 tháng.",Thứ 2 - Thứ 6 (từ 08:00 đến 17:00),ngan-hang
Thiết Kế 3D Nội - Ngoại Thất Và Quảng Cáo - Thu Nhập Lên Đến 25tr/Tháng,https://www.topcv.vn/viec-lam/thiet-ke-3d-noi-ngoai-that-va-quang-cao-thu-nhap-len-den-25tr-thang/2063651.html?ta_source=JobSearchList_LinkDetail&u_sr_id=cCNMsXPhX6xAV7jFLN0mif2ba1I9pydZm7ZpMhDn_1780366870,CÔNG TY CỔ PHẦN SMART A VIỆT NAM,"1398 Nguyễn Cửu Phú, Xã Tân Kiên, Huyện Bình Chánh, Thành phố Hồ Chí Minh, Việt Nam",2026-06-02 09:24:17,Thiết kế đồ họa,74bc3ac50522da61c6433146d8b45466,17/06/2026,False,10 - 25 triệu,10000000.0,250000000.0,range,,False,Hồ Chí Minh,Cao đẳng,,"SketchUp, 3Ds Max, AutoCAD, Enscape, Vantage, Adobe Illustrator, Photoshop",,,,Không yêu cầu,4 năm,"Thiết kế nội thất, Marketing / Quảng cáo, Thiết kế / Kiến trúc","4 năm kinh nghiệm chuyên môn, Tuổi 25 - 40, Cao Đẳng trở lên","Thiết kế & Diễn họa 3D:
Sáng tạo ý tưởng và triển khai phối cảnh 3D nội - ngoại thất cho: Gian hàng sự kiện (Event booth), quầy kệ trưng bày (POSM), hệ thống nhận diện Store/Showroom/Văn phòng.
Sử dụng thành thạo Sketchup kết hợp các trình Render chuyên nghiệp (Enscape / Vantage hoặc tương đương) để tạo ra hình ảnh chất lượng cao, thực tế.
Thiết kế Maquette & In ấn (2D):
Lên phương án thiết kế đồ họa 2D, layout in ấn cho các hạng mục quảng cáo.
Sử dụng thành thạo Adobe Illustrator (AI) và xử lý hình ảnh cơ bản trên Photoshop.
Triển khai Kỹ thuật & Sản xuất:
Sử dụng CorelDraw để bóc tách bản vẽ chi tiết, lên phương án sản xuất và thi công tối ưu cho xưởng.
Biết sử dụng AutoCAD để phối hợp bản vẽ kỹ thuật là một lợi thế lớn.
Chịu trách nhiệm xuất file chuẩn kỹ thuật cho các máy sản xuất: In Hiflex, Decal, máy cắt CNC, Laser...
Quản lý Chất liệu & Giải pháp:
Đề xuất các phương án sử dụng vật tư phù hợp (Led, Mica, Bạt, Decal, Formex...) để đảm bảo tính thẩm mỹ và ngân sách dự án.
Phối hợp chặt chẽ với bộ phận Sản xuất để giám sát chất lượng sản phẩm thực tế so với thiết kế.","Tốt nghiệp Đại học chuyên ngành thiết kế/ kiến trúc hoặc bằng cấp chuyên môn tương đương
Sử dụng thành thạo SketchUp (bắt buộc), cùng các phần mềm như 3Ds Max, AutoCAD, Enscape, Photoshop hoặc các công cụ tương đương.
Am hiểu các vật liệu trong ngành quảng cáo là một lợi thế
Sử dụng tin học văn phòng: Word, Excel, Power Point để bổ trợ cho công việc.
Có tư duy thẩm mỹ hiện đại, khả năng sáng tạo và triển khai ý tưởng tốt.
Có tinh thần tìm tòi, cập nhật công nghệ mới để ứng dụng vào công việc.
Ưu tiên ứng viên có khả năng ứng dụng AI vào thiết kế và tối ưu hiệu quả công việc.
Có trách nhiệm, chịu khó, mong muốn phát triển lâu dài.","Tham gia Bảo hiểm xã hội, bảo hiểm y tế, bảo hiểm thất nghiệp theo đúng Luật Lao động hiện hành
Lương tháng 13
Chế độ team building, nghỉ dưỡng hàng năm.
Làm việc trực tiếp với các khách hàng tổ chức chuyên nghiệp, các công ty đa quốc gia và tập đoàn lớn Việt Nam ....","Thứ 2 - Thứ 7 (từ 08:30 đến 17:30)
Thứ 2 đến thứ 6: 8h30 đến 17h30
Sáng thứ 7 làm việc Online",thiet-ke
UI/UX Designer,https://www.topcv.vn/viec-lam/ui-ux-designer/2184232.html?ta_source=JobSearchList_LinkDetail&u_sr_id=cCNMsXPhX6xAV7jFLN0mif2ba1I9pydZm7ZpMhDn_1780366870,CÔNG TY CỔ PHẦN CAR DOCTOR VIỆT NAM,"29 BT1, Khu đô thị Mễ Trì Hạ, Phường Mễ Trì, Quận Nam Từ Liêm, Thành phố Hà Nội, Việt Nam",2026-06-02 09:24:48,Thiết kế đồ họa,97bae4f6c391f35ae8a7be11f9c02165,31/07/2026,False,Thoả thuận,,,negotiable,,False,Hà Nội,Đại học,,"Figma, Adobe XD, Photoshop, Ill",,,,Không yêu cầu,4 năm,UI/UX Design,"4 năm kinh nghiệm chuyên môn, Đại Học trở lên","Đồng hành cùng PO & Product team để phân tích nhu cầu người dùng, xác định user
journey, pain points, từ đó đưa ra các giải pháp thiết kế tối ưu về trải nghiệm.
Thiết kế wireframe, prototype và giao diện cho Web & Mobile App để truyền đạt ý
tưởng rõ ràng, trực quan
Xây dựng, cập nhật Design System; đảm bảo mọi yếu tố UI/UX tuân theo chuẩn thiết
kế tốt nhất
Thực hiện UX research, usability testing, khảo sát người dùng khi cần để đưa ra quyết
định dựa trên dữ liệu.
Hợp tác chặt chẽ với các bộ phận sản phẩm, công nghệ, marketing để đảm bảo sản
phẩm mang lại trải nghiệm người dùng tốt nhất.
Theo dõi và cập nhật các xu hướng thiết kế, công nghệ và hành vi người dùng mới để
áp dụng vào sản phẩm.","Tối thiểu 4-5 năm kinh nghiệm thiết kế UI/UX, ưu tiên các kinh nghiệm mobile design.
Có kinh nghiệm làm việc trong công ty Product hoặc trực tiếp tham gia phát triển sản
phẩm số (mobile/web).
Tư duy logic, có khả năng phản biện và phân tích yêu cầu từ góc nhìn người dùng.
Kỹ năng sử dụng Figma ở mức chuyên gia (Mastering Auto Layout, Variables, Variants,
Components...), thành thạo Adobe XD, Photoshop và Ill
Tuân thủ tuyệt đối Design System và UI Guidelines đã được định sẵn.
Tư duy ""Pixel-perfect"" và thói quen quản lý file, đặt tên Layer, Section khoa học.
Tốc độ làm việc nhanh, đáp ứng được khối lượng lớn các màn hình con (Sub- screens)
và các trạng thái (States) của UI.
Kỹ năng Hand-off (bàn giao thiết kế) cho Developer rõ ràng, gọn gàng và đầy đủ ghi
chú.
Ưu tiên người có tính cẩn thận, tỉ mỉ trong từng chi tiết thiết kế.
Ưu tiên ứng viên có kinh nghiệm với UX Research (interview, usability testing, survey,
phân tích hành vi người dùng...).
Kỹ năng giao tiếp tốt, có khả năng truyền đạt ý tưởng rõ ràng tới các bên liên quan (dev,
PO, marketing...).
Chủ động, cầu thị, yêu thích sản phẩm, không ngừng nâng cao trải nghiệm người dùng.","Chế độ đãi ngộ
Lương thỏa thuận cạnh tranh theo năng lực;
Lương tháng 13;
Khám sức khỏe định kỳ theo quy định của Công ty;
Thưởng các dịp lễ 2/9 và Tết dương lịch;
Chính sách thăm hỏi toàn diện cho nhân sự: sinh nhật, kết hôn, sinh con, ốm đau,...
Y tế: Bảo hiểm xã hội, bảo hiểm sức khỏe Bảo Việt
Được cấp laptop, màn hình và các thiết bị/tài khoản/công cụ cần thiết khác cho công việc
Phát triển sự nghiệp
Đánh giá tăng lương và thăng tiến hàng năm• Lộ trình sự nghiệp đa dạng: Cơ hội quản lý hoặc chuyên gia và luân chuyển chức năng
Tham gia các buổi đào tạo chuyên môn và cập nhật các xu hướng công nghệ TechTalk tổ chức định kỳ;
Được công nhận và khen thưởng ở cấp độ đội nhóm và tổ chức;
Môi trường làm việc
Không gian làm việc mở và khuyến khích hợp tác thúc đẩy phát triển năng lực cá nhân ở mức độ cao nhất;
Môi trường, văn hóa làm việc sáng tạo, hiệu suất cao;
Công ty có cafe riêng: chiết khấu 50% cho CBNV;
Teambuilding hàng quý/hàng năm và các sự kiện nội bộ hấp dẫn.",Thứ 2 - Thứ 6 (từ 08:00 đến 17:30),thiet-ke
Thiết Kế 3D Nội-Ngoại Thất Và Quảng Cáo,https://www.topcv.vn/viec-lam/thiet-ke-3d-noi-ngoai-that-va-quang-cao/2182394.html?ta_source=JobSearchList_LinkDetail&u_sr_id=cCNMsXPhX6xAV7jFLN0mif2ba1I9pydZm7ZpMhDn_1780366870,CÔNG TY CỔ PHẦN SMART A VIỆT NAM,"1398 Nguyễn Cửu Phú, Xã Tân Kiên, Huyện Bình Chánh, Thành phố Hồ Chí Minh, Việt Nam",2026-06-02 09:25:17,Thiết kế đồ họa,4f6e7fc911076b84f36dcab6aa07d89d,30/06/2026,False,Thoả thuận,,,negotiable,,False,Hồ Chí Minh,Cao đẳng,,"SketchUp, 3Ds Max, AutoCAD, Enscape, Photoshop, CorelDraw",,,,Không yêu cầu,4 năm,"Thiết kế nội thất, Marketing / Quảng cáo, Thiết kế / Kiến trúc","4 năm kinh nghiệm chuyên môn, Tuổi 25 - 40, Cao Đẳng trở lên","Thiết kế & Diễn họa 3D:
Sáng tạo ý tưởng và triển khai phối cảnh 3D nội - ngoại thất cho: Gian hàng sự kiện (Event booth), quầy kệ trưng bày (POSM), hệ thống nhận diện Store/Showroom/Văn phòng.
Sử dụng thành thạo Sketchup kết hợp các trình Render chuyên nghiệp (Enscape / Vantage hoặc tương đương) để tạo ra hình ảnh chất lượng cao, thực tế.
Thiết kế Maquette & In ấn (2D):
Lên phương án thiết kế đồ họa 2D, layout in ấn cho các hạng mục quảng cáo.
Sử dụng thành thạo Adobe Illustrator (AI) và xử lý hình ảnh cơ bản trên Photoshop.
Triển khai Kỹ thuật & Sản xuất:
Sử dụng CorelDraw để bóc tách bản vẽ chi tiết, lên phương án sản xuất và thi công tối ưu cho xưởng.
Biết sử dụng AutoCAD để phối hợp bản vẽ kỹ thuật là một lợi thế lớn.
Chịu trách nhiệm xuất file chuẩn kỹ thuật cho các máy sản xuất: In Hiflex, Decal, máy cắt CNC, Laser...
Quản lý Chất liệu & Giải pháp:
Đề xuất các phương án sử dụng vật tư phù hợp (Led, Mica, Bạt, Decal, Formex...) để đảm bảo tính thẩm mỹ và ngân sách dự án.
Phối hợp chặt chẽ với bộ phận Sản xuất để giám sát chất lượng sản phẩm thực tế so với thiết kế.","Tốt nghiệp Cao Đẳng, Đại học chuyên ngành thiết kế/ kiến trúc hoặc bằng cấp chuyên môn tương đương
Sử dụng thành thạo SketchUp (bắt buộc), cùng các phần mềm như 3Ds Max, AutoCAD, Enscape, Photoshop hoặc các công cụ tương đương.
Am hiểu các vật liệu trong ngành quảng cáo là một lợi thế
Sử dụng tin học văn phòng: Word, Excel, Power Point để bổ trợ cho công việc.
Có tư duy thẩm mỹ hiện đại, khả năng sáng tạo và triển khai ý tưởng tốt.
Có tinh thần tìm tòi, cập nhật công nghệ mới để ứng dụng vào công việc.
Ưu tiên ứng viên có khả năng ứng dụng AI vào thiết kế và tối ưu hiệu quả công việc.
Có trách nhiệm, chịu khó, mong muốn phát triển lâu dài.","Tham gia Bảo hiểm xã hội, bảo hiểm y tế, bảo hiểm thất nghiệp theo đúng Luật Lao động hiện hành
Lương tháng 13
Chế độ team building, nghỉ dưỡng hàng năm.
Làm việc trực tiếp với các khách hàng tổ chức chuyên nghiệp, các công ty đa quốc gia và tập đoàn lớn Việt Nam ....",Thứ 2 - Thứ 7 (từ 08:00 đến 17:30),thiet-ke
