title,url,company,company_address,company_size,job_salary,salary_min,salary_max,salary_type,salary_note,has_commission,job_location,work_location_text,experience,education_level,education_field,requirements_tags,specializations,technical_skills,languages,certificates,gender_requirement,job_description,job_requirements,job_benefits,working_time,overview,content_hash,deadline,is_expired,crawled_date
Nhân Viên Tư Vấn Bán Hàng Tại Cửa Hàng Sân Bay - Tiếng Anh Khá - Mức Lương Lên Đến 20 Triệu/ Tháng,https://www.topcv.vn/viec-lam/nhan-vien-tu-van-ban-hang-tai-cua-hang-san-bay-tieng-anh-kha-muc-luong-len-den-20-trieu-thang/2206845.html,CÔNG TY CỔ PHẦN MIỄN THUẾ VIỆT NAM,"Tầng 2 Nhà điều hành SASCO, 45 Trường Sơn, Phường Tân Sơn Hòa, TP Hồ Chí Minh, Việt Nam",25-99 nhân viên,Mức lương: 12 - 20 triệu,12000000.0,20000000.0,range,,False,Hà Nội,"-
Hà Nội:
Cảng Hàng không Quốc tế Nội Bài, Xã Nội Bài (huyện Sóc Sơn cũ)",Không yêu cầu,Trung học,,"Không yêu cầu kinh nghiệm chuyên môn, Trung học phổ thông (Cấp 3) trở lên, Tiếng Anh Giao tiếp cơ bản","Bán hàng siêu thị/cửa hàng tiện ích/tiện lợi, Bán lẻ - Hàng tiêu dùng - FMCG, B2C, Lao động phổ thông",,"Tiếng Anh, Tiếng Trung, Tiếng Hàn",,Không yêu cầu,"A. TỔNG QUAN CÔNG VIỆC:
Trưng bày, giới thiệu hàng hóa và tư vấn các thông tin bán hàng, qui định mua hàng miễn thuế cho khách hàng tại Cảng hàng không quốc tế Nội Bài.
Thực hiện các công việc thâu ngân (thanh toán, xuất hóa đơn, lập bảng kê,..) theo hương dẫn và phân công của quản lý trực tiếp.
B. TRÁCH NHIỆM CHÍNH:
Sắp xếp trưng bày hàng hóa tại các quầy kệ.
Tư vấn và giới thiệu hàng hóa cho khách hàng (về sản phẩm, giá cả, các chương trình khuyến mại...)
Thông báo hạn mức mua hàng đến cho khách hàng.
Thu tiền (tiền mặt, thẻ tín dụng,...), nhập thông tin khách hàng (tên, số hộ chiếu, quốc tịch, chuyến bay,...), mặt hàng vào hệ thống và phát hành biên nhận/hóa đơn cho khách hàng.
Kiểm tra thay tem giá, bảng khuyến mãi, bảng giá, hạn sử dụng, chất lượng hàng hóa.
Thực hiện việc nhập tỷ giá, truyền số liệu bán hàng, lập phiếu kê tiền mang vào/ra khu vực cách ly và nộp tiền cho Cảng hàng không theo hướng dẫn và phân công của Quản lý cửa hàng.
Nhập liệu và theo dõi các chính sách khuyến mãi, điều chỉnh giá theo hướng dẫn và phân công của Quản lý cửa hàng.
Vệ sinh quầy kệ trưng bày hàng hóa.
Thực hiện các công việc khác theo sự phân công của Quản lý cửa hàng.","C. YÊU CẦU:
Nam/ Nữ độ tuổi từ 18-30 ngoại hình ưa nhìn
Có khả năng giao tiếp tiếng Anh khá, biết thêm Tiếng Trung, Tiếng Hàn là một lợi thế
Có kinh nghiệm tư vấn bán hàng.
Tính cách: cẩn thận, chu đáo, trung thực, chăm chỉ, vui vẻ hài hòa.
Ngoại hình ưa nhìn.
Kỹ năng giao tiếp tốt, giọng nói rõ ràng, lưu loát, dễ nghe.
Có thể làm việc theo ca (7h-16h, 13h - 24h, 23h30 - 7h30) -
Ca đêm có phụ cấp
Có xe đưa đón tại TimeCity và 1 số điểm khác","Thu nhập tối thiểu từ 12.000.000 - 20.000.000
Đóng bảo hiểm 100% lương
Được tham gia bảo hiểm tai nạn dành cho nhân viên công ty
Thu nhập hấp dẫn + thưởng doanh số.
Có training bài bản trước khi nhận việc.
Môi trường quốc tế – chuyên nghiệp – ổn định.",Ca hỗn hợp (ngày & đêm),,b1d1bd5203984cea94cccd4a4b3fd1ea,18/07/2026,False,2026-06-21 20:53:57
Nhân Viên Thiết Kế Bình File In Ấn,https://www.topcv.vn/viec-lam/nhan-vien-thiet-ke-binh-file-in-an/2208761.html,CÔNG TY TNHH IN ẤN THIẾT KẾ AN KHÁNH,10 NGUYỄN HỒNG ĐÀO. PHƯỜNG 14. TÂN BÌNH,1-9 nhân viên,9 - 15 triệu,9000000.0,15000000.0,range,,False,Hồ Chí Minh,"-
Hồ Chí Minh:
138 Trương Công Định, Phường Tân Bình (quận Tân Bình cũ)",1 năm,Trung cấp,,"1 năm kinh nghiệm chuyên môn, Tuổi 25 - 35, Trung cấp trở lên","Thiết kế đồ họa (Graphic Design), In ấn / Xuất bản, Thiết kế / Kiến trúc","Adobe Illustrator, Photoshop, Acrobat",,,Không yêu cầu,"- Thiết kế các sản phẩm in ấn theo yêu cầu của khách hàng như: tem nhãn, túi giấy, hộp giấy, catalogue, brochure, name card...
- Kiểm tra, xử lý file thiết kế của khách hàng gửi đúng chuẩn trước khi in: màu sắc, font chữ, tràn nền, vẽ khuôn sản phẩm
- Bình file, dàn trang in lên các khổ giấy phù hợp cho từng sản phẩm. Đảm bảo định dạng, màu sắc và kích thước theo đúng yêu cầu để sẵn sàng cho quá trình in ấn
- Tính định mức vật liệu cho đơn hàng như khổ giấy, số lượng decal, giấy in, dựa trên file đã bình bài.
- Hỗ trợ bộ phận sản xuất xử lý các lỗi phát sinh về mặt kỹ thuật để đảm bảo chất lượng bản in cuối cùng.
- Thực hiện các công việc liên quan đến chuyên môn theo sự phân công của Quản lý.","- Có ít nhất 1 năm kinh nghiệm ở vị trí Nhân viên Thiết kế đồ họa hoặc tương đương, ưu tiên ứng viên có kinh nghiệm trong ngành in ấn (in nhanh/in offset)
- Thành thạo các phần mềm thiết kế đồ họa chuyên dụng như Adobe Illustrator, Photoshop, Bình file in nhanh trên Acrobat.
- Có khả năng cảm nhận và tư duy thẩm mỹ tốt, nắm bắt nhanh và xử lý đúng các yêu cầu cùa khách hàng.
- Cẩn thận, tỉ mỉ trong công việc, tác phong nhanh nhẹn gọn gàng, chịu được áp lực, biết cách sắp xếp xử lý nhiều công việc 1 lúc
- Trung thực, có tinh thần trách nhiệm, chủ động trong công việc","- Thu nhập: 9 -15 triệu đồng/tháng (lương cơ bản + phụ cấp + thưởng năng suất)
- Môi trường làm việc năng động, mát mẻ, đồng nghiệp thân thiện
- Cơ hội học hỏi và phát triển kỹ năng thiết kế, tiếp xúc với nhiều loại ấn phẩm đa dạng.
- Được đào tạo thêm về các phần mềm, công nghệ mới để nâng cao hiệu quả công việc.
- Tham gia BHXH, BHYT, BHTN theo quy định của pháp luật.
- Thưởng lễ, Tết, và các chế độ phúc lợi khác theo quy định của công ty.",Thứ 2 - Thứ 7 (từ 08:00 đến 17:00),,348ba1149c82b71589372de2cd571afb,20/07/2026,False,2026-06-21 20:53:59
Nhân Viên Kinh Doanh - Yêu Cầu Kinh Nghiệm Kênh MT Và Ngành Hàng Thịt - Lương Cứng Từ 15 Đến 23 Triệu - Tại Hồ Chí Minh,https://www.topcv.vn/viec-lam/nhan-vien-kinh-doanh-yeu-cau-kinh-nghiem-kenh-mt-va-nganh-hang-thit-luong-cung-tu-15-den-23-trieu-tai-ho-chi-minh/2204636.html,CÔNG TY TNHH APK TRADING,"khu Công Nghệ Cao, đường Tăng Nhơn Phú B, tp. Thủ Đức (quận 9 cũ)",25-99 nhân viên,Thu nhập: 25 - 55 triệu,25000000.0,55000000.0,range,,False,Hồ Chí Minh,"-
Hồ Chí Minh:
08-10 Tạ Hiện, Phường Cát Lái (Thành phố Thủ Đức cũ)",3 năm,Cao đẳng,,"3 năm kinh nghiệm chuyên môn, Cao Đẳng trở lên","Kinh doanh kênh MT, Thực phẩm / Đồ uống, Bán lẻ - Hàng tiêu dùng - FMCG, B2B, B2C, Telesales, Online Sales","Excel cơ bản, Telesales, Online Sales","Tiếng Anh, Tiếng Nga",,Không yêu cầu,"Liên hệ với các hệ thống siêu thị, chuỗi bán lẻ trên toàn lãnh thổ Việt Nam
Đàm phán và ký kết hợp đồng nhà cung cấp với Siêu Thị
Tiến hành phân tích (nhu cầu/xu hướng/phân tích đối thủ cạnh tranh)  và thu thập số liệu các  sản phẩm bày bán trên kệ ở các siêu thị  tại các kênh bán hàng được giao
Thiết kế sản phẩm chào bán, Xây dựng giá và chính sách bán hàng
Đàm phán và theo dõi thanh toán
Thực hiện các yêu cầu và nhiệm vụ khác từ lãnh đạo khi cần","Ít nhất 3 năm kinh nghiệm trở lên trong ngành hàng thịt
Có kinh nghiệm làm việc với các siêu thị và các chuỗi cửa hàng bán lẻ từ 1 năm trở lên
Kỹ năng đàm phán tốt, có trách nhiệm, định hướng kết quả
Thành thạo Excel cơ bản (bảng giá, tính toán đơn giản)
Ưu tiên nếu ứng viên có khả năng sử dụng tiếng Anh hoặc tiếng Nga từ trình độ A2 trở lên (không bắt buộc)","Thu nhập hấp dẫn: Lương cứng từ 15 đến 23 triệu VND (NET) deal theo năng lực khi phỏng vấn + thưởng KPI theo doanh số (đảm bảo thu nhập bao gồm KPI từ 25 đến 55 triệu VND (Lương Net))
Làm việc tại công ty ổn định, sản phẩm có nhu cầu tiêu thụ cao
Chính sách lương thưởng minh bạch, rõ ràng
Ký hợp đồng và làm việc theo quy định pháp luật Việt Nam
Tất cả các khoản thuế và bảo hiểm xã hội do công ty chi trả
Lương thực nhận, không bị trừ thêm","Thứ 2 - Thứ 6 (từ 08:00 đến 17:00)
Thứ 7 giữ liên lạc , làm việc online",,17da4ef052463543f79c580643eb1745,17/07/2026,False,2026-06-21 20:54:00
Chuyên Viên Phát Triển Dự Án Điện Mặt Trời,https://www.topcv.vn/viec-lam/chuyen-vien-phat-trien-du-an-dien-mat-troi/2202479.html,CÔNG TY CỔ PHẦN TẬP ĐOÀN DAT,"12 Đông Hưng Thuận 10, phường Đông Hưng Thuận, Quận 12, Tp.HCM",100-499 nhân viên,Từ 50 triệu,50000000.0,,upto,,False,Hà Nội,"-
Hà Nội:
Lô 05 -10A Khu Công nghiệp Hoàng Mai, Phường Hoàng Mai (quận Hoàng Mai cũ)",3 năm,Cao đẳng,,"3 năm kinh nghiệm chuyên môn, Tuổi 25 - 35, Cao Đẳng trở lên, Nam","Bán hàng kỹ thuật Điện/Điện tử/Viễn thông, B2B, Direct Sales",,,,Nam,"Chủ động tìm kiếm, trực tiếp tiếp cận khách hàng phân khúc dự án:
Tìm kiếm, tư vấn Khách hàng qua các mối quan hệ, website, cổng thông tin đấu thầu.
Phân tích, đánh giá tính khả thi dự án, đưa ra kế hoạch phát triển dự án hiệu quả.
Xúc tiến phát triển dự án đến giai đoạn chốt sales:
Thuyết trình giải pháp, phân tích hiệu quả đầu tư, lợi thế giải pháp/dịch vụ so với đối thủ.
Xây dựng và thắt chặt quan hệ với các key person (CĐT) để đảm bảo dự án được triển khai hiệu quả, tiết kiệm nguồn lực.
Phát triển hệ thống kênh gián tiếp để khai thác cơ hội dự án:
Xây dựng và phát triển kênh đối tác có cùng khách hàng mục tiêu
Phối hợp với các đối tác khác (ngân hàng, quỹ đầu tư, Tổng thầu, Nhà cung cấp, …) để cung nhau đáp ứng giải pháp trọn gói đến CĐT.
Thu thập thông tin thị trường và Báo cáo kinh doanh đến cấp quản lý trực tiếp:
Thông tin đối thủ, nhu cầu khách hàng, xu thế đầu tư.
Tổng hợp thông tin và Báo cáo tiến độ dự án và đề xuất chiến thuật hợp lý (giá, sản phẩm, dịch vụ) để tạo lợi thế cạnh tranh.
Hỗ trợ công việc phát triển đội nhóm theo yêu cầu của quản ký trực tiếp:
Chia sẻ thông tin thị trường, kinh nghiệm tư vấn, đàm phán, chốt sales.
Hỗ trợ và cố vấn chuyên môn cho quản lý trực tiếp, giám sát, chia sẻ và đạo tạo cho các thành viên trong team.","Tốt nghiệp Cao đẳng trở lên các ngành Quản trị Kinh doanh,……
Kinh nghiệm 3 năm Sales B2B, Dự án hoặc ngành Kỹ thuật…
Kỹ năng đàm phán, thương lượng, thuyết phục.
Kỹ năng phân tích và tổng hợp, định hướng giải pháp.
Kỹ năng giao tiếp và thuyết trình
Thành thạo MS Word, Excel, PPT
Tư duy cởi mở và tích cực, tiếp thu nhanh, tư duy ”làm chủ” trong công việc.
Ưu tiên có sẵn mối quan hệ với các doanh nghiệp FDI là một lợi thế.","Thu nhập 12 tháng lương/năm, xét tăng lương định kỳ theo năng lực; thưởng hoa hồng theo quý/năm.
Đóng BHXH ngay trong thời gian thử việc, mức đóng BHXH trên 100% lương theo hợp đồng.
12 ngày phép/năm; từ HĐLĐ lần 2 được cộng thêm 01 ngày phép và tham gia bảo hiểm sức khỏe cho cá nhân.
Phúc lợi đa dạng: khám sức khỏe định kỳ, quà sinh nhật, hiếu hỉ, thưởng lễ/Tết, teambuilding và các hoạt động nội bộ.
Phụ cấp điện thoại, công tác phí theo quy định của công ty.
Được đào tạo chuyên môn và kỹ năng mềm bài bản; định hướng nghề nghiệp rõ ràng, lộ trình thăng tiến minh bạch.
Môi trường làm việc trẻ trung, năng động, chuyên nghiệp, khuyến khích sự chủ động và phát triển lâu dài.
Thời gian làm việc: Thứ 2 – Thứ 6 (08h00 – 17h00); Thứ 7 (08h00 – 16h00). Nghỉ 02 Thứ 7/tháng và Chủ nhật.",Thời gian làm việc: Thứ 2 – Thứ 6 (08h00 – 17h00); Thứ 7 (08h00 – 16h00). Nghỉ 02 Thứ 7/tháng và Chủ nhật,,c110ad669a3d1ad9b44c77741994ecb6,15/07/2026,False,2026-06-21 20:54:05
Nhân Viên Kế Toán Thu Nhập Từ 10 Triệu- 18 Triệu Đi Làm Ngay ( Thủ Đức ),https://www.topcv.vn/viec-lam/nhan-vien-ke-toan-thu-nhap-tu-10-trieu-18-trieu-di-lam-ngay-thu-duc/2197335.html,CÔNG TY TNHH TƯ VẤN & GIẢI PHÁP THUẾ STAX,"Số 2A, Đường số 7, KP Long Bửu, Phường Long Bình, Thành phố Thủ Đức,",10-24 nhân viên,10 - 18 triệu,10000000.0,18000000.0,range,,False,Hồ Chí Minh,"-
Hồ Chí Minh:
Số 2A Đường số 7, KP Long Bửu, Phường Long Bình (Thành phố Thủ Đức cũ)",2 năm,Đại học,,"2 năm kinh nghiệm chuyên môn, Tuổi 24 - 34, Đại Học trở lên","Kế toán thuế, Kế toán","phần mềm kế toán, hạch toán sổ sách, xử lý công nợ",tiếng Anh,,Không yêu cầu,"Ghi nhận các nghiệp vụ kế toán vào phần mềm cho các doanh nghiệp được phân công.
Chuẩn bị tờ khai và báo cáo theo hướng dẫn của trưởng nhóm.
Kiểm tra, đối chiếu chứng từ kế toán.
Thực hiện các nhiệm vụ khác theo phân công.","Tốt nghiệp đại học chuyên ngành kế toán hoặc kiểm toán.
Có kiến thức chuyên môn tốt hoặc kinh nghiệm làm việc từ 2 năm.
Sử dụng thành thạo phần mềm kế toán.
Có khả năng lập tờ khai và báo cáo thuế hàng quý.
Thành thạo trong việc hạch toán sổ sách, xử lý công nợ, phân bổ chi phí trả trước và tính lãi lỗ.
Thái độ làm việc cầu tiến và tinh thần học hỏi cao.
Biết tiếng Anh là một lợi thế.","Được đào tạo để phù hợp với yêu cầu công việc.
Lương cố định, bảo hiểm và nghỉ lễ theo quy định của nhà nước.
Thưởng lương tháng 13 và thưởng doanh số hàng năm.
Cung cấp laptop làm việc.
Môi trường làm việc năng động, cho phép ăn uống và trò chuyện trong giờ làm việc, miễn là hoàn thành công việc được giao.",Thứ 2 - Thứ 6 (từ 08:30 đến 17:30),,a86e85f34c550eebec378b245628222a,11/07/2026,False,2026-06-21 20:54:07
Chuyên Viên Kinh Doanh/ Sales Bất Động Sản (Lương Cứng Upto 21tr - Không Y/C Kinh Nghiệm - Hỗ Trợ Marketing Tới 100%),https://www.topcv.vn/viec-lam/chuyen-vien-kinh-doanh-sales-bat-dong-san-luong-cung-upto-21tr-khong-y-c-kinh-nghiem-ho-tro-marketing-toi-100/2202294.html,CÔNG TY TNHH THƯƠNG MẠI VÀ ĐẦU TƯ SRT MIỀN BẮC,"Royal City, Nguyễn Trãi, Phường Thanh Xuân, Thành phố Hà Nội, Việt Nam",100-499 nhân viên,50 - 200 triệu,50000000.0,200000000.0,range,,True,"Hà Nội, Ninh Bình, Hà Nam, Hồ Chí Minh, Bà Rịa - Vũng Tàu","-
Hà Nội:
Toà R6, KĐT Royal City, số 72A Nguyễn Trãi, Phường Thanh Xuân (quận Thanh Xuân cũ)
-
Ninh Bình:
SRT MIỀN BẮC - CN HÀ NAM: BT C11 - 97, Đ.Nguyễn Văn Linh, Phường Hà Nam (Thành phố Phủ Lý cũ)
-
Hồ Chí Minh:
SRT MIỀN BẮC - CN VŨNG TÀU: PC 0103 Block C- Chung cư Dic Phoenix, Phường Tam Thắng (Thành phố Vũng Tàu cũ)",Không yêu cầu,Trung cấp,,"Không yêu cầu kinh nghiệm chuyên môn, Từ 19 tuổi trở lên, Trung cấp trở lên","Sales bất động sản/Môi giới bất động sản, Bất động sản, Marketing / Quảng cáo, B2B, B2C",,,,Không yêu cầu,"Tìm hiểu, nghiên cứu về các sản phẩm của công ty để giới thiệu, tư vấn và giải đáp thắc mắc cho khách hàng.
Giới thiệu, tư vấn giải pháp tài chính về BĐS và thuyết phục khách hàng đầu tư dự án của công ty.
Chăm sóc khách hàng sau khi bán hàng, duy trì mối quan hệ với khách hàng hiện tại.
Tìm kiếm khách hàng qua các kênh được hướng dẫn và cung cấp data.
Tất cả các nghiệp vụ chuyên môn, kiến thức dự án, kỹ năng mềm... sẽ được đào tạo và hướng dẫn kèm cặp từ Trưởng phòng/ Giám đốc Kinh doanh cho đến khi ra doanh số.","Phương tiện làm việc và di chuyển: Xe máy, điện thoại, laptop.
Không yêu cầu giới tính, độ tuổi từ 19 trở lên.
Không yêu cầu kinh nghiệm về BĐS
Nhanh nhẹn, kiên trì, kỷ luật, đoàn kết, chịu khó quan sát và không ngừng học hỏi phát triển bản thân","Mức lương cứng từ 6.000.000 - 21.000.000 + hoa hồng (2-3%) + thưởng doanh thu (thưởng nóng từ Chủ đầu tư + thưởng Công ty)
Đại lý F1 của Sun Group, bảng hàng giá tốt, hoa hồng cao
Chưa áp doanh số trong các tháng đầu, được đào tạo, kèm cặp đội nhóm cùng phát triển
Hỗ trợ chi phí Marketing 50% - 100%.
Được training, hỗ trợ chốt hợp đồng.
Đóng BHXH đầy đủ, tham gia các chương trình gắn kết, Teambuilding hằng năm, thưởng sinh nhật, thưởng lễ tết các dịp,...
Các quyền lợi khác:
Cơ hội thăng tiến lên các vị trí lãnh đạo cấp cao.
Sản phẩm được chọn lọc tốt nhất trên thị trường, ổn định, uy tín, pháp lý tốt, thị trường dễ hấp thụ.
Đội nhóm team hùng hậu, đoàn kết, nhiệt tình hỗ trợ tư vấn để giao dịch bán hàng thành công.
Được đào tạo các kỹ năng về kinh doanh bất động sản.
Được hỗ trợ nguồn data khách hàng khách từ công ty và đội nhóm.
Công việc ổn định lâu dài.
Môi trường làm việc thân thiện, chuyên nghiệp cùng đội ngũ nhân viên năng động nhiều năm kinh nghiệm trong ngành Bất Động Sản, sáng tạo phát huy tối đa khả năng/thế mạnh của từng nhân viên kinh doanh, thăng tiến nhanh chóng dành cho nhân tài.","Thứ 2 - Thứ 6 (từ 08:30 đến 17:30)
Thứ 7 (từ 08:30 đến 12:00)
Nghỉ trưa 1,5h.",,efa45527b1898bc2803a058a2dfc91ca,15/07/2026,False,2026-06-21 20:54:10
Kế Toán Tổng Hợp (Mảng F&B Chuỗi),https://www.topcv.vn/viec-lam/ke-toan-tong-hop-mang-fb-chuoi/2204138.html,CÔNG TY TNHH YANGOO GROUP,"Tầng 11, Detech Tower II, số 107 đường Nguyễn Phong Sắc, Phường Cầu Giấy, TP Hà Nội, Việt Nam",25-99 nhân viên,13 - 18 triệu,13000000.0,18000000.0,range,,False,Hà Nội,"-
Hà Nội:
107 Nguyễn Phong Sắc, Phường Cầu Giấy (quận Cầu Giấy cũ)",2 năm,Cao đẳng,,"2 năm kinh nghiệm chuyên môn, Tuổi 25 - 40, Cao Đẳng trở lên","Kế toán tổng hợp, Thực phẩm / Đồ uống, Bán lẻ - Hàng tiêu dùng - FMCG","Kế toán tổng hợp, MISA, iPOS, Fabi, Excel",,,Không yêu cầu,"1. Hạch toán & kiểm soát nội bộ chuỗi
Hàng ngày kiểm tra, đối chiếu doanh thu, dòng tiền và tiền mặt từ phần mềm POS (iPOS/Fabi...) của từng cửa hàng; phát hiện và truy nguyên nhân chênh lệch.
Kiểm soát nhập – xuất – tồn nguyên vật liệu, hàng hóa; theo dõi định mức hao hụt; tính và theo dõi giá thành món (food cost) theo từng cửa hàng.
Kiểm tra tính hợp pháp, hợp lệ của chứng từ (hóa đơn mua vào, chi phí vận hành cửa hàng, lương – thưởng...) và hạch toán vào phần mềm MISA.
Theo dõi, đối chiếu công nợ phải thu và phải trả với nhà cung cấp.
Định kỳ phối hợp, đối số với Quản lý cửa hàng (Store Manager).
2. Công tác thuế & tuân thủ
Trực tiếp lập và nộp tờ khai, báo cáo định kỳ (tháng/quý/năm): thuế GTGT, TNCN, TNDN...
Rà soát tính hợp lý của hóa đơn đầu vào, đầu ra để đảm bảo an toàn về thuế cho doanh nghiệp.
Theo dõi và thực hiện nghĩa vụ nộp thuế đúng hạn.
Chuẩn bị hồ sơ, số liệu và trực tiếp giải trình khi cơ quan thuế kiểm tra, quyết toán.
3. Các công việc khác theo yêu cầu của Kế toán trưởng và Ban Giám đốc.","1. Học vấn
Tốt nghiệp Cao đẳng/Đại học chuyên ngành Kế toán, Kiểm toán, Tài chính doanh nghiệp hoặc các chuyên ngành liên quan.
2. Kinh nghiệm
Tối thiểu 2 – 3 năm ở vị trí Kế toán tổng hợp hoặc tương đương.
Ưu tiên ứng viên từng làm tại các công ty mô hình chuỗi (nhà hàng, quán cà phê, tiệm bánh, bán lẻ, sản xuất nhỏ...).
Có kinh nghiệm thực tế trong kiểm soát chi phí nguyên vật liệu, lập báo cáo và quyết toán thuế.
3. Kiến thức & kỹ năng chuyên môn
Nắm vững Chuẩn mực kế toán Việt Nam (VAS); chế độ kế toán doanh nghiệp theo Thông tư 99/2025/TT-BTC (hiệu lực từ 01/01/2026, thay thế Thông tư 200/2014/TT-BTC) và Thông tư 133/2016/TT-BTC đối với doanh nghiệp nhỏ và siêu nhỏ.
Cập nhật kịp thời quy định về thuế và hóa đơn điện tử trong lĩnh vực dịch vụ ăn uống.
Thành thạo phần mềm kế toán MISA; thành thạo ứng dụng HTKK và hệ thống Thuế điện tử.
Có kinh nghiệm thao tác, kết xuất và đối soát dữ liệu từ phần mềm bán hàng POS (iPOS, Fabi, KiotViet, Sapo...).
Sử dụng Excel chuyên sâu (SUMIFS, hàm dò tìm, PivotTable) để xử lý dữ liệu doanh thu, chi phí, kho lớn từ nhiều cửa hàng.
4. Kỹ năng mềm & phẩm chất
Nhạy bén với số liệu, có khả năng phát hiện chênh lệch giữa POS – kho thực tế – sổ sách.
Giao tiếp tốt, sẵn sàng xuống cửa hàng để rà soát, đối số với Quản lý cửa hàng.
Trung thực, cẩn thận, tỉ mỉ, bảo mật tuyệt đối thông tin tài chính của công ty.
Chịu được áp lực tốt vào mùa chốt sổ và quyết toán thuế.","Mức lương: 13 – 18 triệu VND/tháng, thỏa thuận theo năng lực và kinh nghiệm.
Phụ cấp ăn trưa 30.000/ ngày
Thưởng chuyên cần 330.000/ tháng
Miễn phí gửi xe
Đóng BHXH, BHYT, BHTN đầy đủ theo quy định của Luật Lao động.
Thưởng tháng 13, thưởng các dịp Lễ – Tết và thưởng theo doanh số chuỗi cửa hàng.
Làm việc trong môi trường chuỗi đang mở rộng, có lộ trình phát triển cùng công ty.
Thời gian làm việc và chế độ nghỉ theo quy định của Công ty.","Thứ 2 - Thứ 6 (từ 08:00 đến 17:30)
Thứ 7 (từ 09:00 đến 17:00)
Thứ 2 - Thứ 6    : 8h00 - 12h00 & 13h30 - 17h30
Thứ 7 hàng tuần: 9h00 - 12h00 & 13h30 - 17h30",,d7b84e490ea08bc0e9f33e88c767df2e,17/07/2026,False,2026-06-21 20:54:14
Kế Toán Viên (Công Ty FWD),https://www.topcv.vn/viec-lam/ke-toan-vien-cong-ty-fwd/2197584.html,CÔNG TY TNHH DỊCH VỤ THƯƠNG MẠI CUNG ỨNG AG,"PTS Saigon Building 118 Huỳnh Tấn Phát, P. Tân Thuận, (Quận 7) TP.HCM",10-24 nhân viên,Thoả thuận,,,negotiable,,False,Hồ Chí Minh,"-
Hồ Chí Minh:
Tầng 6 tòa nhà PTS, 118 Huỳnh Tấn Phát, Phường Tân Thuận (Quận 7 cũ)",1 năm,Cao đẳng,,"1 năm kinh nghiệm chuyên môn, Cao Đẳng trở lên","Kế toán nội bộ, Kế toán",,,,Không yêu cầu,"- Theo dõi, quản lý và đối chiếu công nợ phải thu, phải trả với khách hàng, nhà cung cấp.
- Lập, phát hành hóa đơn GTGT, hóa đơn dịch vụ và các chứng từ liên quan theo đúng quy định.
- Theo dõi tình trạng thanh toán của khách hàng, gửi đối chiếu công nợ định kỳ và nhắc công nợ đến hạn.
- Kiểm tra tính chính xác, hợp lệ của hóa đơn, chứng từ trước khi hạch toán và thanh toán.
- Tổng hợp hóa đơn, chứng từ; cập nhật dữ liệu chính xác trên phần mềm.
- Phối hợp với các bộ phận liên quan để hoàn thiện hồ sơ thanh toán, chứng từ kế toán.
- Thực hiện đối chiếu số liệu, lập báo cáo công nợ, thu chi và kết quả kinh doanh định kỳ.
- Bảo mật, lưu trữ hồ sơ kế toán và tuân thủ quy trình, quy định của Công ty.
- Thực hiện các công việc khác theo yêu cầu của cấp trên.","- Tốt nghiệp Cao đẳng/Đại học chuyên ngành Kế toán, Tài chính hoặc các ngành liên quan
- Có tối thiểu 01 năm kinh nghiệm ở vị trí Kế toán công nợ, Kế toán thanh toán hoặc vị trí tương đương.
- Thành thạo tin học văn phòng, đặc biệt là Excel; sử dụng được các phần mềm kế toán là một lợi thế.
- Trung thực, cẩn thận, có tinh thần trách nhiệm cao trong công việc.
- Năng động, chủ động, chịu khó học hỏi và có khả năng làm việc dưới áp lực.
- Kỹ năng giao tiếp, phối hợp công việc tốt với các phòng ban và khách hàng.","- Mức lương thỏa thuận theo năng lực và kinh nghiệm.
- Thưởng các dịp Lễ, Tết và lương tháng 13 theo chính sách Công ty.
- Tham gia đầy đủ BHXH, BHYT, BHTN theo quy định của pháp luật.
- Môi trường làm việc chuyên nghiệp, thân thiện, tạo điều kiện phát triển nghề nghiệp lâu dài.
- Được tham gia các hoạt động nội bộ, du lịch và team building hằng năm.","Thứ 2 - Thứ 6 (từ 08:00 đến 17:30)
Thứ 7: 8:00-12:00",,28496a06a1e24cd8705b3e8807b78b0f,11/07/2026,False,2026-06-21 20:54:15
